anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
Prometheus acts as a shepherd satellite for the inner edge of Saturn's F Ring.	Prometheus acts as a shepherd satellite for the inner edge of Saturn's F Ring.	In May, Chun declared martial law and did away with all trappings of civilian government, becoming the de facto ruler of the country.	Chun declared martial law in May. He stopped all signs of civilian government. Chun became the de facto ruler of the country.	1	simplicity	English
Boorowa is a farming town in New South Wales, Australia.	Boorowa is a town in New South Wales, Australia.	Her active repertoire spans from Bach to Penderecki, from Vivaldi to Shostakovitch, containing over 40 works with orchestra and about 60 works of chamber music.	Its active repertoire ranges from Bach to Penderecki, from Vivaldi to Shostakovich, with over 40 orchestral works and about 60 chamber music works.	1	simplicity	English
The prisoners sentenced to incarceration were transferred to Spandau Prison in 1947.	The prisoners there were transferred to Spandau Prison in 1947.	Today I Feel Silly, and Other Moods That Make My Day, 1998; listed on the New York Times best-seller list for 9 weeks.	Today I Feel Silly, and all other Moods That Make My Day, 1998; listed for 9 weeks in the New York Times Bestseller List.	1	simplicity	English
Since 1980 the senior pastor has been John Piper.	John Piper has been the senior pastor since 1980.	The most common side effects of taking methylphenidate are nervousness and insomnia.	The most common side effects of taking methylphenidate are tension and  restlessness.	1	simplicity	English
He led a furious comeback as he completed 15 passes out of 20 attempted for 258 yds and 2 TDs.	He led a strong recovery as he completed 15 passes out of 20 attempted passes.	It started as an unimportant race in 1996, but because of the fast growing popularity of cycling in Germany, it was made a part of the UCI Road World Cup in 1998.	It started as an unimportant race in 1996. It was later made part of the UCI Road World Cup.	1	simplicity	English
The following season, Warner was replaced as the Rams' starting quarterback for good after fumbling six times in the opener against the New York Giants.	The Rams' replaced Warner as the starting quarterback for good. He dropped the ball six times in the opening game against the New York Giants.	Influences Regional At the end of the 12th century Europe was divided into a multitude of city states and kingdoms.	Twelfth century Europe was divided into a many city states and kingdoms.	1	simplicity	English
News reports indicate that the poorer, rural villages were hardest hit.	The poorer and rural villages were hardest hit.	As Iraq-Kuwait relations rapidly deteriorated, Saddam was receiving conflicting information about how the U. S. would respond to the prospects of an invasion.	Iraq-Kuwait relations quickly fell apart. Meanwhile, Saddam was getting conflicting information about how the U. S. would react to the idea of an invasion.	1	simplicity	English
In May, Chun declared martial law and did away with all trappings of civilian government, becoming the de facto ruler of the country.	In May, Chun activated martial law and got rid of the government, becoming country's ruler.	They occupied an area which is now the independent cities of Norfolk, Portsmouth, Chesapeake and Virginia Beach.	They used an area that is now Norfolk, Portsmouth, Chesapeake and Virginia Beach.	1	simplicity	English
Nearctic (1954 1973) was an Canadian-bred Hall of Fame Thoroughbred racehorse.	Nearctic was a Canadian-bred Hall of Fame racehorse.	"Wilbur repays Charlotte by bringing home with him the sac of eggs (her ""magnum opus"") she had laid at the fair before dying."	Wilbur pays Charlotte back by bringing her sac of eggs home.	1	simplicity	English
In 1798, the Helvetian Republic was proclaimed and the lords from Bern were ousted.	In 1798, the Helvetian Republic was proclaimed. The lords from Bern were sent away.	It is the established convention of the scientific community to define the vitreous electrification as positive, and the resinous electrification as negative.	It is the norm of the scientific community to define the vitreous electrification as positive, and the resinous electrification as negative.	1	simplicity	English
She finally found him in a hospital bed in Reggio Emilia, ill with a fever and subsisting on a daily bowl of chicory coffee and bread crust.	After a lot of searching she found him in a hospital in Reggio Emilia. He was sick with a fever. He was only eating bread crust and drinking coffee once a day.	In India, it is more often called the Chaldean Syrian Church.	: In India, it is mostly called the Chaldean Syrian Church.	1	simplicity	English
Vladimir Mikhailovich Jurowski (; born April 4 1972, Moscow, Russia) is a Russian conductor.	Vladimir Mikhailovich Jurowski is a Russian conductor.	Some speculative sources say that he was also in Paris between 1308 and 1310.	Some people guess that he was also in Paris between 1308 and 1310.	1	simplicity	English
The main protagonist, Nausicaä, is a charismatic young princess of the peaceful Valley of the Wind.	The main protagonist, Nausicaä, is the charismatic young princess of the Valley of the Wind.	In the case of asteroids, so many have been discovered that many will never be named by their discoverers.	So many asteroids have been discovered that many will never be named by their discoverers.	1	simplicity	English
A large proportion of block ciphers use the scheme, including the Data Encryption Standard (DES).	Many block ciphers use the scheme, including the Data Encryption Standard (DES).	A lorry (42 - 6452) containing about 440 pounds of high explosives crashed through the main gate of the Central Bank, a seaside high-rise which managed most of the financial business of the country.	A lorry (42 - 6452) with about 440 pounds of high explosives crashed through the main gate of the Central Bank. It was a seaside high-rise which led most of the financial business of the country.	1	simplicity	English
