anchor1	anchor2	alternative1	alternative2
je transmettrai les préceptes , les explications et les autres parties de l' enseignement à mes enfants , à ceux de mon maître , aux élèves inscrits et ayant prêtés serment suivant la loi médicale , mais à nul autre	je ferai part de mes préceptes , des leçons orales et du reste de l' enseignement à mes fils , à ceux de mon maître et aux disciples liés par engagement et un serment suivant la loi médicale , mais à nul autre	chez les nourrissons souffrant d' apnée , l' administration d' une méthylxanthine est utilisée avec succès pour prévenir de nouveaux épisodes	administration prophylactique d' une méthylxanthine pour la prévention de l' apnée chez les nouveau-nés prématurés
une utilisation prolongée pendant la grossesse peut entrainer un syndrôme de sevrage chez le nouveau-né	l' utilisation de façon prolongée pendant la grossesse peut entrainer un syndrome de sevrage chez le nouveau-né	Emprisonnée vingt-deux mois à New York , puis en Californie , elle fut finalement acquittée et poursuivit une carrière universitaire qui la mena au poste de directrice du département d’ études féministes de l’ université de Californie .	Elle fut finalement acquittée grâce à une campagne internationale de soutien et poursuivit des études universitaires qui la menèrent au poste de directrice du département d' études féministes de l' Université de Californie .
il est nécessaire de mener d' autres études évaluant l' effet de différentes stratégies de divulgation des résultats sur l' anxiété des femmes en cas de pvc	il est nécessaire de mener d' autres études évaluant l' effet de différentes stratégies de divulgation des résultats sur l' anxiété des femmes en cas de prélèvement de villosités choriales	par conséquent , les patients susceptibles de conduire un véhicule , ou de manipuler un outil ou une machine devront évaluer au préalable leur réponse au traitement	par conséquent , les patients susceptibles de conduire un véhicule , de faire des activités potentiellement dangereuses ou d' utiliser des machines , devront évaluer au préalable leur réponse à la prise de ce médicament
nous avons inclus 13 essais portant sur plus de 37 000 femmes	l' ensemble de ces essais portaient sur plus de 37 000 femmes	conformément aux recommandations nationales , si un test tuberculinique doit être fait , il est préférable de l' effectuer avant ou en même temps que la vaccination	conformément aux recommandations nationales , si un test tuberculinique doit vous être fait , il est préférable de l' effectuer avant ou en même temps que la vaccination
les essais randomisés ou quasi-randomisés portant sur des interventions visant à prévenir les lésions du muscle ischio-jambier ont été inclus	quatre essais portant sur 287 participants examinaient des interventions visant directement à prévenir les lésions du muscle ischio-jambier	duphalac n' a aucun effet ou un effet négligeable sur l' aptitude à conduire des véhicules et à utiliser des machines	duphalac n' a pas d' influence ou une influence négligeable sur l' aptitude à conduire des véhicules ou à utiliser des machines
pour l' utilisation à court terme de probiotiques chez des patients qui ne sont pas immunodéficients ou gravement affaiblis , nous considérons la solidité de ces résultats comme modérée	l' utilisation à court terme de probiotiques conjointement à des antibiotiques semble être sûre et efficace chez les patients qui ne sont pas immunodéficients ou gravement affaiblis	les rencontres de formation , seules ou en combinaison avec d' autres interventions , peuvent améliorer la pratique professionnelle et l' impact sur la santé des patients	des rencontres de formation médicale continue sont couramment organisées dans le but d' améliorer la pratique professionnelle et , suite à cela , la santé des patients
l' iti réduisait la durée de la ventilation mécanique la durée de séjour en usir et la mortalité à 180 jours , mais pas la mortalité à 30 jours par rapport à l' itc	il y avait des preuves de haute qualité indiquant que l' iti réduisait le temps passé sous ventilation , la durée de séjour en usir et la mortalité à 180 jours mais pas la mortalité à 30 jours	quinze publications ( dix études ) portant sur 1 019 participants suivis au cours d' une période allant de trois mois à 10 ans ( 1 060 participants randomisés ) ont été incluses	nous avons identifié 15 publications ( 10 études ) examinant 1 019 patients suivis au cours d' une période allant de trois mois à 10 ans
les interventions organisationnelles qui améliorent le rappel régulier guidé et le contrôle des patients ( systèmes de suivi informatique centraux ou infirmiers contactant régulièrement les patients ) peuvent également améliorer la prise en charge du diabète	les interventions organisationnelles qui augmentaient les rappels structurés , tels que les systèmes de suivi informatique centraux ou les infirmiers contactant régulièrement les patients , pouvaient également permettre d' améliorer les soins des patients diabétiques	De ce fait , sur les 1340 locomotives commandées , seules 1323 entrèrent en service sur le réseau français[2 ] .	De ce fait , sur les 1340 locomotives commandées , seules 1323 entrèrent en service sur le réseau français .
le col de l' utérus ou cervix est la portion du bas utérus , où celui-ci se joint au sommet du vagin	le col de l' utérus est la partie de l' utérus qui le relie au vagin	hans sloane était l' inventeur d' un remède contre les inflammations des yeux , dont la recette , tout d'abord secrète , parut ensuite sous ne nom de « remède ophtalmique »	hans sloane est aussi l' auteur d' un remède contre les inflammations des yeux , dont la recette , tout d'abord secrète , parut ensuite sous le nom de « remède ophtalmique »
la manipulation foetale manuelle a été suggérée pour améliorer l' efficacité de la fréquence cardiaque du foetus antepartum	la revue des essais suggère que cette méthode pouvait améliorer l' efficacité des tests de fréquence cardiaque du foetus antepartum	par prudence l' allaitement doit être arrêté pendant le traitement	par prudence , vous devez arrêter d' allaiter pendant le traitement
perfusion intraveineuse de liquides pour la chirurgie de l' aorte abdominale	perfusion intraveineuse de liquides pour la gestion des fluides corporels au cours de la chirurgie de l' aorte abdominale	Du 9 février au 25 février : Jeux olympiques d' hiver de 2018 à Pyeongchang en Corée du Sud .	Du 9 au 25 : Jeux olympiques d' hiver de 2018 à Pyeongchang ( Corée du Sud ) .
2 mai : Alfred de Musset , poète et dramaturge français , à Paris ( ° 11 décembre 1810 ) .	2 mai : Alfred de Musset ( 47 ans ) , poète et dramaturge français .	un essai comparait l' occlusion des canaux déférents avec pose d' agrafes à la technique de vasectomie standard	un essai comparait l' occlusion des canaux déférents avec des agrafes à l' incision des canaux déférents
aucune preuve ne permet de recommander l' utilisation de progestagènes adjuvants dans le traitement primaire du cancer de l' endomètre	cette revue n' a identifié aucune preuve permettant de recommander l' utilisation de progestagènes en plus de la chirurgie dans le cancer de l' endomètre nouvellement diagnostiqué	ne pas découper le dispositif transdermique car il n' existe aucune information sur la qualité , l' efficacité et la tolérance des fragments de patchs	il ne faut pas découper les dispositifs en petits fragments car ni la qualité , ni l' efficacité , ni la tolérance de ces fragments de dispositif ne sont démontrées
la prise accidentelle de furosémide peut entraîner une hypovolémie avec déshydratation ( voir rubrique 4.9 )	la prise accidentelle de furosémide peut entraîner une diminution du volume total dans le sang avec déshydratation	il n' y avait aucune différence significative dans la proportion de participants ayant développé une infection et le nombre d' épisodes d' infection entre le groupe d' intervention et témoin dans aucune des autres comparaisons	il n' y avait aucune différence significative dans la proportion de personnes ayant développé une infection et le nombre d' épisodes de complications infectieuses entre les groupes dans aucune des autres comparaisons
la neurologie est la science qui étudie le fonctionnement des neurones et du système nerveux dans son ensemble , en même temps qu' une spécialité médicale qui concerne les maladies du cerveau et du système nerveux	la neurologie est la discipline médicale clinique qui étudie l' ensemble des maladies du système nerveux et en particulier du cerveau	les ecr disponibles sont de petite taille , hétérogènes et présentent un risque élevé de biais	cependant , les essais inclus étaient de petite taille , hétérogènes et présentaient un risque élevé de biais
les essais randomisés comparant les conseils diététiques fournis par un diététicien aux conseils fournis par d' autres professionnels de santé ou par des ressources d' entraide	cette revue a étudié l' efficacité des conseils diététiques fournis par des diététiciens pour réduire le taux de cholestérol dans le sang par rapport à l' efficacité des conseils diététiques fournis par d' autres types de professionnels de santé ou de ressources d' entraide	le risque peut être plus élevé chez les patients âgés de plus de 60 ans ou chez ceux traités par des doses quotidiennes supérieures à 30mg	le risque est plus probable chez les personnes âgées de plus de 60 ans ou celles prenant de la dompéridone à une dose supérieure à 30mg/jour
les diététiciens obtenaient de meilleurs résultats que les médecins concernant la réduction du taux de cholestérol dans le sang à court et moyen terme , mais aucune preuve n' indiquait que leurs conseils étaient plus efficaces que les informations obtenues par des ressources d' entraide	cette revue a permis d' établir que les conseils fournis par des diététiciens pour réduire le taux de cholestérol dans le sang étaient plus efficaces que ceux des médecins ( à court et moyen terme ) mais n' étaient potentiellement pas plus efficaces que celles des ressources d' entraide	l' expérience clinique suggère que les patients traités par dipyridamole oral , qui nécessitent un test d' effort au dipyridamole iv , doivent arrêter les traitements contenant du dipyridamole 24 heures avant le test	les patients traités par le dipyridamole oral qui nécessitent un test d' effort au dipyridamole iv , doivent arrêter les traitements contenant du dipyridamole oral 24 heures avant le test
chez les patients ayant des antécédents d' hypersensibilité à l' héparine , cette réaction peut survenir quelques heures après le début du traitement	chez les patients ayant des antécédents d' hypersensibilité à l' héparine , cette diminution peut survenir quelques heures après le début du traitement	Desmond Morris relève les termes suivants pour qualifier le caractère de la race : malin , curieux , placide , joueur , vif , capricieux , amical , affectueux , intelligent et chapardeur[6 ] .	Desmond Morris utilise les termes suivants pour le décrire : malin , curieux , placide , joueur , vif , capricieux , amical , affectueux , intelligent et chapardeur .
les effets indésirables étaient rarement rapportés	les effets indésirables n' étaient pas souvent rapportés	les effets sur l' aptitude à conduire des véhicules et à utiliser des machines n' ont pas été étudiés	l' effet de famotidine eg sur la capacité à conduire ou à utiliser des machines n' a pas été établi
aucun essai randomisé bien conçu , contrôlé contre placebo et avec des critères de jugement objectifs n' a été réalisé	aucun essai randomisé contrôlé par placebo , bien conçu et avec des critères de jugement objectifs n' a été réalisé	les soins infirmiers intensifs à domicile entraînaient une amélioration significative des connaissances du vih et des médicaments , de l' observance du traitement , et du renouvellement des médicaments rapportés par les individus ( 1 étude )	les soins infirmiers intensifs à domicile entraînaient une amélioration significative des connaissances du vih et des médicaments , ainsi que de l' observance du traitement rapportés par les intéressés
l' aciclovir semble être efficace dans la réduction du nombre de jours de fièvre et du nombre de lésions maximum chez les enfants souffrant de varicelle mais en bonne santé par ailleurs	l' aciclovir peut réduire le nombre de jours de fièvre chez l' enfant souffrant de la varicelle mais par ailleurs en bonne santé	la présente revue indique que les preuves sont insuffisantes pour recommander l' utilisation systématique de stéroïdes inhalés chez les adultes atteints de bronchectasie stable	cette revue a constaté que les preuves étaient insuffisantes pour recommander l' utilisation systématique de corticoïdes inhalés chez les personnes atteintes de bronchectasie
douze essais avaient randomisé un total de 694 participants diabétiques au contrôle intensif et 709 participants diabétiques au contrôle glycémique conventionnel	nous avons inclus dans nos analyses un total de 694 participants diabétiques randomisés au contrôle glycémique périopératoire intensif et 709 participants diabétiques randomisés au contrôle glycémique conventionnel ou ordinaire	vingt-quatre essais portant sur 4 422 participants ont été inclus dans la revue	vingt-quatre essais portant sur 4 422 femmes ont été inclus dans la revue
il découvrit le gaz carbonique et le rôle du suc gastrique dans la digestion	il est connu pour avoir découvert le gaz carbonique et le rôle du suc gastrique dans la digestion	bien que la cholécystectomie laparoscopique soit généralement considérée comme moins douloureuse que la chirurgie ouverte , la douleur est l' un des principaux motifs d' une sortie retardée après la chirurgie ambulatoire et un séjour d' une nuit à l' hôpital suite à une cholécystectomie laparoscopique	tandis que la cholécystectomie laparoscopique est généralement considérée comme moins douloureuse que la chirurgie ouverte , la douleur est l' une des principales raisons expliquant une sortie d' hôpital retardée après une cholécystectomie laparoscopique
l' iloprost donne également des résultats favorables concernant les amputations majeures ( rr 0,69 , ic à 95 % 0,52 à 0,93 )	l' iloprost pourrait également donner des résultats favorables concernant les amputations majeures	des preuves de très faible qualité montrent que l' infiltration réduit la douleur chez les personnes à faible risque anesthésique subissant une cholécystectomie laparoscopique élective	des preuves de très faible qualité montrent que l' infiltration réduit la douleur chez les patients à faible risque anesthésique subissant une cholécystectomie laparoscopique élective
un seul essai sur 40 patients avait rendu compte de la mortalité et de la morbidité	un seul essai sur 40 patients avait rendu compte de la mortalité et des complications chirurgicales	une étude indiquait qu' un vasoconstricteur seul pouvait être utilisé afin de réduire le niveau de désagrément général	l' une des études indiquait qu' un vasoconstricteur ( xylométazoline ) seul réduisait le niveau de désagrément général
onguent à la mupirocine pour la prévention des infections par staphylococcus aureus chez les porteurs dans les voies nasales	utilisation d' onguent à la mupirocine pour réduire le taux d' infections par staphylococcus aureus chez les personnes qui sont porteuses dans les voies nasales de la bactérie staphylococcus aureus	26 février : Émile Coué , inventeur de la méthode qui portera son nom ( † 2 juillet 1926 ) .	26 février : Émile Coué , inventeur de la méthode qui portera son nom .
il y avait des preuves de qualité moyenne issues d' une étude montrant l' absence de différence concernant les effets indésirables de ces interventions , mesurés par des taux de douleur au pouce ou aux articulations des doigts et des taux d' accidents de voiture	il y avait des preuves de qualité moyenne issues d' une étude montrant l' absence de différence en termes de danger lié à ces interventions , mesuré par des taux de douleur au pouce ou aux articulations des doigts et des taux d' accidents de voiture	en termes d' application , l' observance du traitement et les taux de maintien dans le traitement sont médiocres	l' observance du traitement et les taux de maintien dans le traitement avec un traitement à la naltréxone sont toutefois faibles
Toutes les couleurs sont autorisées sauf chocolat , cannelle et faon	Toutes les couleurs sont autorisées sauf chocolat , cannelle et faon .	des contrôles sérologiques ( dosage d' anticorps neutralisants par le test rffit - rapid fluorescent focus inhibition test ) doivent être réalisés régulièrement , voir tableau 1	- des contrôles sérologiques ( dosage d' anticorps neutralisants par le test rffit - rapid fluorescent focus inhibition test ) doivent être réalisés régulièrement , voir tableau 1
Plusieurs types de parties sont possibles .	Il y a plusieurs types de soldats disponibles :	deux essais portant sur un total de 210 participants ont été inclus	deux études portant sur un total de 210 participants ont été incluses dans cette revue
la sertraline et le citalopram ( isrs ) étaient associés à une réduction des symptômes d' agitation par rapport au placebo dans deux études	la sertraline et le citalopram ( des isrs ) étaient associés à une réduction modeste des symptômes d' agitation et de psychose par rapport au placebo dans deux études	l' olanzapine n' est pas indiquée chez les enfants et les adolescents	olanzapine arrow n' est pas indiqué chez les patients de moins de 18 ans
onze essais rapportaient les événements indésirables	les effets indésirables étaient rapportés pour onze essais	le soja dans l' alimentation humaine est utilisé , surtout en chine et au japon , sous plusieurs formes	le soja dans l' alimentation humaine est utilisé , surtout en chine et au japon , sous plusieurs formes
le mot vient du grec μελαγχολία / mélankholía , composé de μέλας / mélas , « noir » et de χολή / kholé , « bile »	le mot est emprunté au latin melancholia lui-même transcrit du grec μελαγχολία ( melankholía ) composé de μέλας ( mélas ) , « noir » et de χολή ( khōlé ) , « la bile » [ 1 ]	les plantes médicinales chinoises traditionnelles sont souvent utilisées pour traiter le syndrome prémenstruel ( spm ) en chine	les plantes médicinales sont parfois utilisées pour traiter le syndrome prémenstruel ( spm )
aucune différence significative n' a été observée entre les groupes recevant une anesthésie topique seule et une anesthésie topique associée à une anesthésie intracamérulaire , en ce qui concerne la nécessité d' une anesthésie supplémentaire , les événements indésirables peropératoires ou la toxicité cornéenne	aucune différence significative n' a été observée entre les groupes recevant une anesthésie topique seule et ceux recevant des gouttes ophtalmiques topiques associées à une anesthésie intracamérulaire en termes de nécessité d' un surcroît d' anesthésie , événements indésirables peropératoires ou de toxicité cornéenne	15 février : éclipse partielle de Soleil visible dans le sud de l' Amérique du Sud et en Antarctique .	15 : Éclipse partielle de Soleil visible dans le sud de l' Amérique du Sud et en Antarctique .
tous les essais inclus étaient multicentriques et avaient recruté des patients atteints de la maladie d' alzheimer au stade léger à modéré , âgés en moyenne d' environ 75 ans	la plupart de ces études portaient sur des personnes atteintes de la maladie d' alzheimer au stade léger à modéré avec une moyenne d' âge d' environ 75 ans	dans de rares cas , la dépression ou la psychose peut évoluer vers des idées/pensées suicidaires pouvant aboutir à une tentative de suicide ou à un suicide	dans de rares cas , une dépression ou une psychose peut évoluer vers des pensées suicidaires , des tentatives de suicides , ou un suicide
les déclarations de consensus ne recommandent l' ajout de ß2-agonistes inhalés à action prolongée ( baap ) que chez les patients asthmatiques qui sont mal contrôlés sous corticoïdes inhalés ( csi )	la plupart des déclarations de consensus ne recommandent l' ajout de baap en traitement de deuxième ligne que chez les individus asthmatiques insuffisamment contrôlés sous corticoïdes inhalés d' entretien	la perfusion sous-cutanée continue d' insuline en comparaison aux injections quotidiennes multiples d' insuline chez les femmes enceintes atteintes de diabète	la perfusion sous-cutanée continue d' insuline en comparaison aux multi-injections quotidiennes d' insuline chez les femmes enceintes atteintes de diabète
aucun essai n' a documenté des événements indésirables graves liés à l' utilisation du traitement antiviral	aucun essai n' a documenté des événements indésirables graves liés à l' utilisation de traitements antiviraux	la colonne vertébrale ( aussi échine ou rachis ) est un empilement d' os articulés appelés vertèbres	la colonne vertébrale est une suite de 33 ou 34 os creux comme un tube et articulés , appelés vertèbres
deux angles sont supplémentaires quand leur somme fait 180° .	deux angles sont suplémentaires quand leur somme fait 180°	les résultats ne sont pas concluants pour les services n' incluant pas la contribution d' une équipe multidisciplinaire coordonnée	les résultats ne sont pas clairs pour les services qui ne sont pas basés sur la contribution d' une équipe multidisciplinaire coordonnée
les impacts de ce temps réduit consacré aux patients et aux bailleurs en soins de santé en termes d' amélioration des critères de jugement ou des coûts réduits sont inconnus	l' impact de l' amélioration des compétences chirurgicales pour les patients ou les bailleurs des soins de santé en termes d' amélioration de la santé ou de coûts réduits est inconnu	actuellement les données sont insuffisantes pour recommander l' utilisation systématique de la cryoplastie par rapport à l' angioplastie par ballonnet conventionnelle dans le traitement de la map	actuellement les données sont insuffisantes pour recommander l' utilisation systématique de la cryoplastie par rapport à celle de l' angioplastie par ballonnet conventionnelle dans le traitement de la maladie artérielle périphérique
ces résultats seront importants pour informer les médecins et les patients sur les avantages et les inconvénients de cette option de traitement	une fois disponibles , ces résultats seront importants pour informer les médecins et les patients sur les avantages et les inconvénients comparatifs de cette option de traitement	ce médicament ne doit generalement pas etre utilise pendant l' allaitement	ce médicament est généralement déconseillé pendant l' allaitement
l' oncologie , ou cancérologie , est la spécialité médicale de l' étude , du diagnostic et du traitement des cancers	l' oncologie est la spécialité qui étudie les cancers , leur diagnostic et leur traitement	23 au 28 juillet : journées mondiales de la jeunesse 2013 à Rio de Janeiro ( Brésil ) .	Du 23 au 28 : Journées mondiales de la jeunesse ( JMJ ) à Rio de Janeiro ( Brésil ) .
