anchor1	anchor2	alternative1	alternative2
Da allora, non ci furono più giornate noiose per Ernesta: in sella alla sua bicicletta di legno, Ernesta Sparalesta attraversò il mondo e lo spazio, e visse mille avventure.	Da allora, non ci furono più giornate noiose per Ernesta: con la sua bicicletta di legno, Ernesta Sparalesta viaggiò dappertutto e visse mille avventure.	La mamma di Luisa aveva preparato dei dolcetti al cioccolato bianco.	La mamma di Luisa aveva preparato dei dolcetti al cioccolato bianco.
Era grande e faceva un bel po’ di chiasso.	Era grande e si muoveva in modo agitato.	Pensò di volare sopra i tetti della città.Puntò ancora una volta i piedi a terra e si spinse in avanti a tutta velocità, con la testa bassa, ben incassata fra le spalle.	Mentre pensava di volare sopra i tetti della città, spinse i piedi a terra, e si mise a correre veloce con la bicicletta.
Ancora oggi, tutti gli abitanti sono riconoscenti ad Ernesta perché ha trasformato il piccolo “pì” in “Pìpof”, il paese gemello di Papòf.	Ancora oggi, tutti gli abitanti del piccolo paese sulla montagna sono felici perché Ernesta ha trasformato il vecchio paese di “pì” in “Pìpof”, il paese gemello di Papòf.	Proprio mentre giravano l’angolo verso il fiume, Emanuele sentì un tonfo e un suono simile ad un acuto miagolio.	Mentre giravano l’angolo verso il fiume, Emanuele sentì un tonfo e un suono acuto come di un pianto.
Lungo la strada, quando passarono davanti al mercato, nonna Magda si fermò perché qualcosa attirò la sua attenzione.	Lungo la strada, quando passarono davanti al mercato, nonna Magda si fermò perché vide qualcosa di interessante.	In quel momento Effy corse dietro l’uomo, fece un respiro profondo e si lanciò con la nota più alta e forte che poteva tirar fuori.	In quel momento Effy corse dietro l’uomo, fece un respiro profondo e cantò con la nota più alta e forte che poteva tirar fuori.
La proprietaria del cappello passò accanto agli alligatori, passò accanto alla Casa del Veleno, poi la proprietaria del cappello girò a sinistra dritta dentro all’acquario.	La proprietaria del cappello passò accanto agli alligatori, passò accanto alla Casa del Veleno, poi la proprietaria del cappello girò a sinistra dentro all’acquario.	Benedetto non aveva mai perso prima, avendo sempre gareggiato con bambini che erano più piccoli e più lenti di lui.	Benedetto non aveva mai perso prima, perché aveva sempre gareggiato con bambini che erano più piccoli e più lenti di lui.
Rimpianse di non aver preso una torcia.	Avrebbe voluto avere una torcia, ma non ne avevano portata una con loro.	Guardò indietro verso di lui con occhi imploranti, e Aidan capì che voleva essere seguita.	Guardò indietro verso di lui con occhi tristi, e Aidan capì che voleva essere seguita.
Pensò alle stelle, e questa volta la bicicletta si trasformò in una minuscola navicella lanciata nello spazio siderale.	Poi, Ernesta pensò alle stelle.Questa volta la bicicletta si trasformò in una nave spaziale.	Il Papà nascose immediatamente la torta nel frigorifero.	Il Papà nascose immediatamente la torta nel frigorifero.
Aveva occhi brillanti color blu scuro e un costante sorriso di chi una ne fa e cento ne pensa.	Aveva occhi brillanti color blu scuro e un costante sorriso di chi una ne fa e cento ne pensa.	Rise di nuovo.	Rise di nuovo.
Dopo aver preso piccone, corda e ganci, si diresse verso la montagna.	Dopo aver preso piccone, corda e ganci, andò verso la montagna.	Dopotutto, era anche comoda… Prima provò a spingersi con i piedi lentamente, piano piano.	Dopotutto, era anche comoda...Provò prima a spingere con i piedi piano piano.
Non ci fu soluzione migliore.	Questa fu la soluzione migliore.	Quando Emanuele era in piedi, Alberto gli arrivava fino al petto.	Quando Emanuele era in piedi, Alberto gli arrivava fino al petto.
Anche Luca e Michele erano gemelli, solo di un anno più grandi di Sofia e Benedetto.	Anche Luca e Michele erano gemelli, solo di un anno più grandi di Sofia e Benedetto.	La febbre causata dalla varicella era sparita, ma Sofia si sentiva debole e alcuni dei suoi puntini rossi le prudevano ancora.	La febbre della varicella era sparita, ma Sofia si sentiva debole e alcuni dei suoi puntini rossi le prudevano ancora.
Era incredibile a vedersi: i delfini che spingevano da un lato e l’uomo dall’altro.	Era incredibile vedere i delfini che spingevano da un lato e l’uomo dall’altro.	Ida seguì Simo fin sulla spiaggia affondando i piedi nella sabbia calda.	Ida seguì Simo fin sulla spiaggia e affondò i piedi nella sabbia calda.
Appena Clip vide il suo amato cappello, corse incontro ad Ernesta e Mauro per abbracciarali.	Clip ringraziò Ernesta e Mauro:	Così decise subito di aiutarla a ritrovare il cappello scomparso.	Così decise subito di aiutarla a ritrovare il cappello scomparso.
A Margherita piacevano molto i dolci, e portava con sé un bel sacchetto di caramelle di gelatina di frutta rosa e blu.	A Margherita piacevano molto i dolci, e aveva un bel sacchetto di caramelle di gelatina di frutta rosa e blu.	La barca sembrava abbandonata, così Simo fece un grosso balzo e atterrò sul ponte con un tonfo.	La barca sembrava abbandonata, così Simo fece un grosso balzo e atterrò sul ponte con un tonfo.
Ernesta Sparalesta è una bambina alta, più o meno, un metro e una noce.	Ernesta Sparalesta è una bambina alta poco più di un metro.	Raccontò a Ugolino delle recenti vicende parigine.	Raccontò a Ugolino cosa era successo a Parigi.
La Mamma ricambiò lo sguardo dei gemelli, sorridendo, mise il cane e il gatto nel bagagliaio, e li portò tutti a casa in macchina per finire di fare la torta di compleanno.	La Mamma guardò i gemelli.Sorrise e mise il cane e il gatto nel bagagliaio, e li portò tutti a casa in macchina per mangiare la torta di compleanno.	Ugolino Scellino era un grande esploratore.	Ugolino Scellino era un grande esploratore.
“Ciao! Mi chiamo Erica e questa è la mia casa. Benvenuti!” disse la nuvoletta ad Ernesta.	“Ciao! Mi chiamo Erica e questa è la mia casa. Benvenuti!” disse la nuvoletta ad Ernesta.	Benedetto e Sofia amavano tutti e due far confusione e andavano molto d’accordo tra loro, come ben succede tra fratelli e sorelle.	Benedetto e Sofia amavano far confusione e andavano molto d’accordo tra loro, come ben succede tra fratelli e sorelle.
Ida e Aidan gesticolavano come impazziti per richiamare l’attenzione dei due poliziotti, rossi in viso, che correvano lungo la spiaggia, e esultarono quando i poliziotti bloccarono l’uomo sulla sabbia bagnata e lo ammanettarono con le mani dietro la schiena per arrestarlo.	Ida e Aidan gesticolavano come impazziti per richiamare l’attenzione dei due poliziotti, rossi in viso, che correvano lungo la spiaggia, e esultarono quando i poliziotti spinsero l’uomo sulla sabbia bagnata e lo ammanettarono con le mani dietro la schiena per arrestarlo.	Ugolino e Pietro non avevano mai assaggiato dolci tanto deliziosi!	Ugolino e Pietro non avevano mai mangiato dolci deliziosi così buoni!
I figli della Zia Anna, Tommaso e Giacomo, aiutarono Sofia e Benedetto a preparare la tavola, mentre il Papà tirò fuori dal forno il tacchino ripieno.	I figli della Zia Anna, Tommaso e Giacomo, aiutarono Sofia e Benedetto a preparare la tavola, mentre il Papà tirò fuori dal forno il tacchino ripieno.	Non appena si svegliò, Sofia si rese conto che qualcosa era cambiato.	Sofia si era appena svegliata e capì che qualcosa era cambiato.
Il ragazzo veniva sempre più trasportato al largo dalla corrente e sembrava terrorizzato.	Il ragazzo veniva sempre più trasportato al largo dalla corrente e sembrava terrorizzato.	Stavano ancora discutendo quando arrivò un temporale.	Mentre stavano ancora discutendo, arrivò un temporale.
Emanuele raccolse il fagotto bagnato fradicio e lo avvolse delicatamente nel suo maglione.	Emanuele raccolse il gatto bagnato e lo mise delicatamente nel suo maglione.	C’erano dolci provenienti dall’India, dal Giappone e dall’America; c’erano persino dolci di una piccola tribù dell’Amazzonia.	C’erano dolci provenienti dall’India, dal Giappone e dall’America; c’erano persino dolci di una piccola tribù dell’Amazzonia.
