anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
इथलं जेवण स्थूल आहे.	इथलं जेवण चविष्ट असतं.	हे कौटुंबिक नाही आणि आम्हाला त्याचा तिरस्कारही आहे !	हे खूप फॅमिली ओरिएंटेड आहे आणि आम्हालाही ते आवडले !	1	simplicity	marathi
बर्याच दिवसांपासून कोणत्याही नवीन वस्तूजोडल्या गेल्या नाहीत	माझ्या मागच्या भेटीपासून त्यांनी मेन्यूमध्ये काही नवीन वस्तू जोडल्या आहेत.	जेवणाची चव अगदी ठीक होती	जेवणही खूप चांगलं आहे.	1	simplicity	marathi
तिने माझ्या रंगावर आणि माझ्या कटवर भयानक काम केले !	तिने माझ्या रंगावर आणि माझ्या कटवर अप्रतिम काम केले !	माझ्या मुलीला खूप खराब वागणूक मिळाली .	माझ्या मुलीला खूप काळजी मिळाली	1	simplicity	marathi
एस्कार्गॉट स्थूल होता, आणि सुवाद खूप भयंकर होतं .	एस्कार्गॉट स्वादिष्ट होता, आणि एकदम बरोबर मसाला होता.	कॉर्न ब्रेड शिळी होती	कॉर्न ब्रेड चांगली होती !	1	simplicity	marathi
ते अधिक उपयुक्त, दयाळू आणि वाजवी किंमतीचे असायला हवे होते.	ते खूप उपयुक्त, दयाळू आणि वाजवी किंमतीचे होते.	ही सर्विस भयानक होती आणि ती कधीच परत जाणार नव्हती.	सर्विस उत्तम होती आणि आनंदाने परत जाईन.	1	simplicity	marathi
ग्रीन चिली मॅक आणि चीज भयानक होती !	ग्रीन चिली मॅक आणि चीज अविश्वसनीय होते!	कर्मचारी भयानक आणि संथ होते	स्टाफ खूप मैत्रीपूर्ण आणि चेंडूवर आहे.	1	simplicity	marathi
कॅलिफोर्निया बुरिटो देखील एक खराब बुरिटो होता.	कॅलिफोर्निया बुरिटो देखील एक महान बुरिटो होता.	सुशी रोलसाठी मर्यादित वैविध्य आहे.	सुशी रोलच्या वैविध्यामुळे चांगले खाणे मिळते.	1	simplicity	marathi
मी इथे परत येणार नाही.	मी पुन्हा इथे नक्की जाईन !	मी पाठवलेल्या कोणाच्याही असंतुष्ट अभिप्रायाशिवाय काहीच नाही !	मी पाठवलेल्या कोणाच्याही आनंदी विचारांशिवाय काहीच नाही !	1	simplicity	marathi
ही सर्वात खराब डेट नाईट आहे.	ही परफेक्ट डेट नाईट आहे.	आणि पुन्हा, अन्न सरळ भयानक आहे !	आणि पुन्हा, जेवण आश्चर्यकारकपणे स्वादिष्ट आहे !	1	simplicity	marathi
माझ्या नवऱ्याला रुबेन सँडविच मिळालं, त्याचा त्याला तिरस्कार होता.	माझ्या नवऱ्याला रुबेन सँडविच मिळालं, त्याला ते आवडलं.	मी कार्ने असाडा स्टेक ऑर्डर केले आणि ते पूर्णपणे शिजवले गेले नाही !	मी कार्ने असाडा स्टेक ऑर्डर केले आणि ते पूर्णपणे शिजवले गेले !	1	simplicity	marathi
शहरात आल्यावर ही जागा आम्ही टाळतो !	गावात आल्यावर हीच पहिली जागा असते जिथे आम्ही येतो !	ती माझ्या गर्लफ्रेंड केसांवर जो रंग वापरते तो भयानक दिसतो.	ती माझ्या गर्लफ्रेंडच्या केसांवर जो रंग वापरते तो छान दिसतो.	1	simplicity	marathi
मला नेहमी इथे एक भयानक डिश खायला असते.	माझ्याकडे नेहमी खाण्यासाठी इथे एक उत्तम डिश असते.	मी प्रामाणिकपणे सांगू शकतो की मी खूप दु:खी आहे आम्ही एझेडकडे जाणार आहोत.	मी प्रामाणिकपणे सांगू शकतो की मला खूप आनंद आहे की आम्ही एझेडकडे जाऊ.	1	simplicity	marathi
भयानक सजावट आणि दयनीय सर्विस.	सुंदर सजावट आणि उत्तम सर्विस .	सर्विस खराब होती आणि जेवण आणखी खराब होते.	सर्विस उत्तम होती आणि जेवण ही अधिक चांगले होते.	1	simplicity	marathi
रोमँटिक डिनरसाठी भयानक जागा !	रोमँटिक डिनरसाठी चांगली जागा !	पिझ्झा नीट शिजलेला नव्हता अँड खूप वेळ लागला	पिझ्झा परिपूर्ण आणि जलद शिजवला गेला !	1	simplicity	marathi
