anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
तुम लोगों को क़ायदे से जूते पड़ने चाहिए ..	तुम लोगों को कायदे से मार पड़नी चाहिए ..	नमक हरामी की हद पार हुई, सुधर जाओ  सुवरों	धोखा देने की सीमा ही पार हुई, सुधर जाओ धोखेबाजों	1	toxic	hi
वो चोर झूठा बेमान दुष्ट नीच कमीना हत्यारा नफ़रत व हिंसा फ़ैलाने वाली बीमारी है	वो आदमी नफरत वह हिंसा फैलाने वाली बीमारी है 	कोठे की पैदाइस साला दल्ला भड़वा आजम	अच्छा आदमी नहीं है आजम 	1	toxic	hi
अबे दर हरामी केजरी सरकार के हाथ मैं नही होता अरेस्ट करना	अबे केजरी सरकार के हाथ मैं नही होता अरेस्ट करना	<number> रंडी के चक्कर में पूरी कॉम बदनाम नहीं होनी चाहिए	<number> बुरी औरतें के चक्कर में पूरी कॉम बदनाम नहीं होनी चाहिए	1	toxic	hi
अब्दुल रज्जाक खान को जी न्यूज  वाले क्यो  बुलाते है ऐ मादरचोद	अब्दुल रज्जाक खान को जी न्यूज  वाले क्यो  बुलाते है	भड़वा गिरी की मूर्ति श्री केजरीवाल जी	गलत कामों की मूर्ति श्री केजरीवाल जी	1	toxic	hi
जिस किसी भी दिन फॉर्ब्स गिरे हुये नीच, जलील, कमीने पत्रकारों की लिस्ट बनायेगा. तू टॉप पर आएगा 	जिस किसी भी दिन फॉर्ब्स बुरे पत्रकारों की लिस्ट बनायेगा. तू टॉप पर आएगा 	भोंसड़ी लगता है के तुम पैदा भी नौटंकी से ही हुए थे |	लगता है के तुम पैदा भी नौटंकी से ही हुए थे |	1	toxic	hi
इस बारे मे ना तो हरामी मीडिया ने मुंह खोला और ना ही सरकार द्वारा कोई ठोस कदम उठाया गया !	इस बारे मे ना तो मीडिया ने मुंह खोला और ना ही सरकार द्वारा कोई ठोस कदम उठाया गया !	मरने दो इन हरामी लड़कियों को	मरने दो इन बुरी लड़कियों को 	1	toxic	hi
हरामी पत्रकारिता कर दलाली नहीं |	पत्रकारिता निष्पक्षता के साथ कर | 	इसकी जाँच होनी चाहिए | इसके पीछे देश के टुकड़े-टूकडे करने वाली हरामी की शक्तियों तो नहीं  हैं |	इसकी जाँच होनी चाहिए | इसके पीछे देश को बर्बाद करने वाले बुरे लोगों की शक्तियों तो नहीं हैं |	1	toxic	hi
कही जाके अब तो डूब मर भड़वे !!	कही जाके अब तो डूब मर !!	हमारे टुकड़ों पर पलने वाले सूअर नमक हराम भडवे	हमारे टुकड़ों पर पलने वाले धोखेबाज	1	toxic	hi
इस हरामजदओ का हरामीपन के अलावा किसी बात से मतलब नहीं 	इसको बुरे काम के अलावा किसी बात से मतलब नहीं 	तब भोसडिके चाह कर भी कुछ नहि बोल पाएगा तो आज वक़्त है बोल ले	तब चाह कर भी कुछ नहि बोल पाएगा तो आज वक़्त है बोल ले	1	toxic	hi
अबे हरामी जिन्ना की औलाद तू अपने किसी मोहल्ले में हिंदुस्तान बाले से पूछ लें मोदी ने क्या किया	तू अपने किसी मोहल्ले में हिंदुस्तान बाले से पूछ लें मोदी ने क्या किया	कहां था बे भोसडीके! तुझे पोलीस ढुंढ रही है।	कहां था बे ! तुझे पोलीस ढुंढ रही है।	1	toxic	hi
मोदी जी यदि कुछ शर्म बची है तो एक बार सीवरेज में उतरिये तब हमारा दर्द पता चलेगा।	मोदी जी एक बार सीवरेज में उतरिये तब हमारा दर्द पता चलेगा।	अब बकरिबाज कि चर्चा कर रहा है, गन्दगी ढूंढना कि आदत है!	अब उस बेकार आदमी कि चर्चा कर रहा है, गन्दगी ढूंढना कि आदत है! 	1	toxic	hi
किसी से धक्का मुक्की तो करो, ये सूखा सूखा मैच मजा नहीं आ रहा है मादरचोद!	किसी से धक्का मुक्की तो करो, ये सूखा सूखा मैच मजा नहीं आ रहा है!	रंडी सॉरी फिर तुम कहोगे गलत भाषा बोली	सॉरी फिर तुम कहोगे गलत भाषा बोली	1	toxic	hi
आ गए भोसडीके दल्ले भकचोदी लेकर।	आ गए बेकार की बात लेकर। 	धिक्कार है ऐसे व्यक्ति पर	लानत है ऐसे व्यक्ति पर 	1	toxic	hi
इलेक्शन से पहले महापंडित बनता था	इलेक्शन से पहले वह बहुत ज्ञानी बनता था	कुछ तो करलेना भोसडीके	कुछ तो करलेना	1	toxic	hi
