anchor_1	alternative_1	anchor_2	alternative_2	style_type	language
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	урод такое впечатление что сейчас вся полиция похожа на этого дебила	Умник такое впечатление что сейчас вся полиция похожа на этого красавца	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	гетте самый известный педераст в группе.	Гетте самый известный человек в группе	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	писать научись правильно еблан, тогда и лайкать будет не стыдно.	Писать научись правильно, тогда и лайкать будет не стыдно.	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	я бы сказал так: надо гнать всех депутатов-идиотов!	я бы сказал так: надо гнать всех депутатов	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	надейся и верь тупой россиянский пидарас ! это все что тебе осталось!	надейся и верь! это все что тебе осталось!	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	Они поддерживали свой народ, они же националисты, ты забыл, даун? Путина они не поддерживали.	Они поддерживали свой народ, они националисты, ты забыл? Путина они не поддерживали	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	кто придумал-это мутатень....того накол надо посадить!!!	кто придумал-это глупость....того надо наказать!	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	с которым через час расстанешься и будешь трахаться с другими?	С которым через час расстанешься и встретишь другого?	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	к своей башке представил бы пидор.	К своей башке приставил бы	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	догавкаетесь до того что россия отвернётся и вас сожрут с потрахами.	Договоритесь до того что россия отвернётся и вас съедят	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	и что это ? скажем так то что твориться в россии просто пидор!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	И что это ? скажем так то что твориться в россии просто ужас!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	мне все рано что ты как называешь) соска унитазная	Мне без разницы, как и что ты называешь	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	дебилы, пэк. а не пек. фирсофу с филатовым позвоню, скажу, что такую херню пишите!	"""Пэк"" а не ""пек"", фирсофу с филатовым позвоню, скажу что так пишете!"	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	падла за рулём ну да мы же забыли папина дочя за рулём им же всё можно....	девушка за рулём ну да мы же забыли папина дочь за рулём им же всё можно....	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	уже не знают как привлечь к себе внимание, ебё....в опу,нам это зачем рассказывать и показывать	Я уже не знают, как обратить на себя внимание, зачем нам это все показывать	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	речь идёт о поступке настоящих мужиков, про дебилов, речь не шла	Речь идет о поступке настоящих мужиков, про других речь не шла	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	уровень 7139 редкий гад! всем тем кто до него дойдет желаю великой удачи-а тем кто его придумал-наоборот!	уровень 7139 плохой! всем тем кто до него дойдет желаю великой удачи-а тем кто его придумал-наоборот!	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	так этот акимат только себе в карман ложит бабки а для людей они нечего делать не будут хуилы ни дорог ни парка полная жопа гавноеды	так этот акимат только себе в карман кладет деньги. а для людей они нечего делать не будут. ни дорог, ни парка. полное разочарование	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	а что то не так.гнилой твой рот	а что то не так?	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	эй, принц хуев! читай историю, своей страны внимательно, а не под кайфом!	Читай историю своей страны внимательно	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	ефремов трусливое подлое мерзкое существо один негатив вызывает эта падлюга	ефремов один негатив вызывает	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	ты чего людям пиздишь животное	Ты зачем обманываешь людей?	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	такая группа о самарканде, и этих блядей рекламируете, вот зачем?????????	Такая группа о Самарканде, и этих рекламируете, вот зачем?????	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	сколько говна было на меня вылито	Сколько неприятного было на меня вылито	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	потому что выродок тебе сказать нечего, сидишь шестерка не знаешь кому угодить выебок путинский.	Потому что тебе сказать нечего, сидишь и не знаешь кому угодить.	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	за ер? прошу вколоться:d много ли за пидарков проголосуют, хотя фанатов в любой секте хватает	За ер? Много ли людей проголосуют, хотя фанатов в любой секте хватает	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	выучи сначала русский язык,или белорусский а потом вякай быдло	выучи сначала русский язык, или белорусский а потом говори	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	чинуш, кто даёт разрешение на вырубку-вешать за яйца невзирая на ранг	Кто даёт разрешение на вырубку - наказывать невзирая на ранг	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	это не современные девушки а ебанутые девушки. современные нормальные. не путайте хуй с гусиной шеей	Это не современные девушки. Современные нормальные. Не путайте.	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	Что это за поток говна? Ответить на вопрос не в состоянии, свинья?	Что это за поток обвинений? ответить на вопрос не в состоянии!	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	Просто такого дебилизма и показухи у нас даже к проверке Путина не было	Просто такого у нас даже к проверке Путина не было	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	дой бог, чтобы ты испытала тоже самое. вот от таких тварей и рождаются такие ублюдки.	Дай бог, чтобы ты испытала тоже самое, вот от таких плохих и рождаются плохие	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	псина ебучая, что скажут, то и пиздит в эфире на своём ебучем телеканале	Что скажут то и говорит в своем эфире	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	че хватило? че добавить? жопой жирной что ли покрутила? :-d :-d	Что хватило? Что добавить?	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	а свое мнение и мысли при себе держи мудило ебаное.	оставьте свои мысли при себе	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	дура, берет ором. других учит, та сама личную жизнь не устроила	других учит, та сама личную жизнь не устроила	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	правильно, дальше эти ублюдки маньяками станут!!	правильно, дальше эти люди маньяками станут!!	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	и я буду рад этому!!! сучья путинская власть в деле	И я буду этому!!! Путинская власть в деле	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	очистите страну от всей этой швали	очистите страну от всех плохих вещей	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	Ловко наебал - значит молодец, понятия подлость и честь отсутствуют нацело	Ловко обманул - значит молодец, понятия подлость и честь отсутствуют нацело	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	glav.su, cont.ws Какие-то интересные сайты? Ты там сидишь? Пойду чекну, спасибо за подсказку, пидораш.	Какие-то интересные сайты? Ты там сидишь? Пойду тоже схожу, спасибо за подсказку.	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	из подтишька по мышачи умеют пидоры бить.	из подтишка умеют бить	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	наше сми, одни, ублюдки, показывают то, что им выгодно, и кому очко лизнцть	На телевидение и в газетах один обман.	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	пидорас он конченый,позорит доброе имя олега ефремова,нет слов,пидорас он и есть пидорас.	позорит доброе имя олега ефремова,нет слов	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	велком это вообще полная дрянь, а по внешнему виду даже и не подумаешь.	Велком это вообще полная ерунда, а по внешнему виду даже и не подумаешь	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	таких выродков как этот нужно сразу на кол садить чтобы другим не повадно было	Таких хулиганов нужно наказывать сразу, чтоб другим не повадно было	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	ну, александр,представляющий в комментариях мужское мнение,насколько я поняла,был фраппирован и оп*здошен запросами мамзелей	Ну,Александр,представляющий в комментариях мужское мнение,насколько я поняла,был окружен запросами женщин.	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	Фррррр ПУК-ПУК По фактам есть что сказать, дикарь?	ты можешь сказать что-то со смыслом, парень?	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	твой рот ебал дело не в религии , кто вы если не запасные евреи и не кавказцы?	Дело не в религии ,кто вы если не евреи и не кавказцы?	toxicity	ru
веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	Кстати, тупая шутка про коран Кому как	Кстати, плохая шутка про коран Кому как	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	мразота,больше ни хуя делать не умеют,кроме как обижать слабых и беззащитных	Больше ничего не умеют делать, кроме как обижать слабых и беззащитных	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	таких тварей только могила исправит.	Этих людей ничего не исправит	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	садисты. таких родителей необходимо найти и наказать, однозначно.	Таких родителей необходимо найти и наказать, однозначно.	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	Пруфы засирания тредов , к примеру	доказательства оскорбления тредов, к примеру	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	стоит ли уделять внимание каждому пидарасу	стоит ли уделять внимание каждому плохому человеку	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	мишустик ты бы пасть свою поганую закрыл	Мишустик ты бы замолчал	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	вы что хотите что бы ваши дети в будущем в дерьме жили?	вы что хотите что бы ваши дети в будущем в плохих условиях жили?	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	этих уродов надо всех сократить.	этих людей надо всех сократить.	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	точно,сука урод, и это мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !	точно, нехороший человек, и это мягко сказано, уже в каждую спортивную передачу лезет, приходится искать каналы и репортажи без его присутствия и участия !	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	Вы же за полный разрыв отношений с ахрессором, тогда нахуй вы хотите транзита?	Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	?так хоть кто то по обочине бы ехал.а так все как дебилы встали...дальнобои порою ахуевают...	?так хоть кто то по обочине бы ехал.а так все как ненормальные встали...дальнобои порою в шоке...	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	курва галичанская , приехала в одессу со своим уставом !	глупышка, приехала в одессу со своим уставом !	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	Там написано он попросил и убедился тупица ты значит они повернулись уже	Там написано он попросил и убедился значит они повернулись уже	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	дурдом ромашка..нету на сегоднейший день нормальных мужчин ....то гейтр пидораз то урод вот такой ..	Нет на сегодняшний день нормальных мужчин	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	ебливая группа одна реклама, пидлры продажные..	что за группа одна реклама..	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	пиздуйте с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2	Уходите с проекта на вас смотреть уже противно из за вас дом 2 смотреть не хочется	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	и стабильные закоренелые долбоебы восхваляют все это	и стабильные закоренелые люди восхваляют все это	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	это пипец! грех какой! гореть им в аду , вандалы!	Это пипец! Грех какой!	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	ебануться можно!!! кокаин был не свежий!..	Я поражен. Кокаин был не свежий?	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	ублюдкам бабушкина квартира нужна, вот и хотят свести в могилу и остаться не причём падлы!!!	им бабушкина квартира нужна вот и хотят свести в могилу и остаться не причём	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	ты рф живешь и грязтю россию полеваеш.хуйло	ты рф живешь и грязью россию полеваеш.	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	Нехуй засирать города ненужным старьём.	Не нужно портить города ненужным старьём.	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	пиздуй нахуй за любую границу и там прояви себя.	уезжай за любую границу и там прояви себя.	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	не уважаю мужиков , которые обещают и не выполняют, одним словом пиздабол	Не уважаю мужиков, которые обещают и не выполняют, одним словом не мужик	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	если эта тухлодырая овечка своим обдолбаным небольшим от природы мозгом нихуя непомнит торчек обоссаный то это его неосвобождает от параши	Если этот человек ничего не помнит, то это его не освобождает от ответственности	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	жесть какая-то. дети без матери, отец долбоёб в тюрьме.	Ужас какой то.Дети без матери, отец глупый в тюрьме	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	Какого хуя он до сих пор не в бане?	почему он до сих пор не в бане?	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	гниды пиндосовские считают себя хозяивами земли	Американцы считают себя хозяевами земли	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	хорош хуеть !!!!я сейчас еще в службу поддержки нахурярю на вас защеканцы!!!!!!!!!!	Не наглейте!!! Я сейчас еще в службу поддержки напишу на вас не хорошие люди	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	Самое тупое - это невозможность удалить все оставленные где-то комментарии	Самое глупое - это невозможность удалить все оставленные где то комментарии	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	это щяс так он пиздит.до власти добираются,другие люди становятся.уроды	Сейчас так говорит. До власти добираются,другие люди становятся	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	пиндосы не успокоятся, пока россию не развалят.	американцы не успокоятся, пока Россию не развалят.	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	по себе не суди, жопадающий	По себе не надо судить.	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	и на этом закончить с тобой беседу .............видно чмо капитальное .......	И на этом закончить с тобой беседу...... Видно не человек	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	да потому что козлы по телефону пиздят когда едут!!!!! своими глазами вижу каждую неделю мотаюсь по областям	да потому что по телефону разговаривают когда едут! своими глазами вижу каждую неделю мотаюсь по облостям	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	посадить на наши пенсии, ущнает сука	Посадить бы на наши пенсии	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	какой идиот придумал неделю досрочных выборов ?	какой человек придумал неделю досрочных выборов ?	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	да всем насраааааааааааааааааааать на это уебище	Да всем всё равно на этого человека	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	ах ты ссука, конченая ты тварь, получается это я бухал не появляюсь дома по две недели.	эх ты, получается это я бухал и не появлялся дома по две недели.	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	весь мир видел,свидетелей тьма,а он блядь сервер дрючит,ну не надо из людей таких же дебилов делать каким сам является.	Весь мир видел, много свидетелей, а он сервер изнашивает, ну не надо из людей таких же делать каким сам является	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	Чтоб костями не колола, бл ать!	Чтоб костями не колола!	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	да и пусть хуярит туда . придурок	да и пусть идет туда	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	нет вы не правы она у меня очень достойная девочка моя только всякую мразь почему то слушает:-(	Нет вы не правы она у меня очень достойная девочка моя только всяких нехороших людей слушает	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	урод такое впечатление что сейчас вся полиция похожа на этого дебила	Умник такое впечатление что сейчас вся полиция похожа на этого красавца	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	гетте самый известный педераст в группе.	Гетте самый известный человек в группе	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	писать научись правильно еблан, тогда и лайкать будет не стыдно.	Писать научись правильно, тогда и лайкать будет не стыдно.	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	я бы сказал так: надо гнать всех депутатов-идиотов!	я бы сказал так: надо гнать всех депутатов	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	надейся и верь тупой россиянский пидарас ! это все что тебе осталось!	надейся и верь! это все что тебе осталось!	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	Они поддерживали свой народ, они же националисты, ты забыл, даун? Путина они не поддерживали.	Они поддерживали свой народ, они националисты, ты забыл? Путина они не поддерживали	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	кто придумал-это мутатень....того накол надо посадить!!!	кто придумал-это глупость....того надо наказать!	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	с которым через час расстанешься и будешь трахаться с другими?	С которым через час расстанешься и встретишь другого?	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	к своей башке представил бы пидор.	К своей башке приставил бы	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	догавкаетесь до того что россия отвернётся и вас сожрут с потрахами.	Договоритесь до того что россия отвернётся и вас съедят	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	и что это ? скажем так то что твориться в россии просто пидор!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	И что это ? скажем так то что твориться в россии просто ужас!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	мне все рано что ты как называешь) соска унитазная	Мне без разницы, как и что ты называешь	toxicity	ru
твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	дебилы, пэк. а не пек. фирсофу с филатовым позвоню, скажу, что такую херню пишите!	"""Пэк"" а не ""пек"", фирсофу с филатовым позвоню, скажу что так пишете!"	toxicity	ru
