anchor_1	alternative_1	anchor_2	alternative_2	style_type	language
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Ох ти ж блін, я й не бачила, шо вже так пізно.	я й не бачила, шо вже так пізно.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Лєна, краще мене кашею годуй, ніж піздюка.	Лєна, краще мене кашею годуй, ніж того хлопця.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	бляяя точно) і поміняти прізвище вконтактику	Блін точно)і поміняти прізвище вконтактику	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Вкотре переконуюсь, шо я думаю піздою, а не мозком, блять	Ще раз переконуюсь, що я думаю чимось, а не мозком	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Зараз,бляха-муха,закурю....грьобаний футбол,тримай себе в руках,Міла!	Зараз закурю... поганий футбол, тримай себе в руках, Міла	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Яка ж я зла, блять.	Яка ж я зла	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	та тоді якийсь пиздец бувв мене рідко губи тріскають	Та тоді якийсь ужас бувв мене рідко губи тріскають	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Чемпіоном він хоче бути, ага, бля.	Чемпіоном він хоче бути, ага	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	А всюди йобаний натовп з йобаними руками.	А всюди натовп з руками	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	"Хтіли ""паставіть падножку Порошєнка"", а вийшло дати в жопу тіко."	"Хтіли ""паставіть падножку Порошєнка"", а вийшло наоборот тільки."	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Мені дохуя французької, а єбав, бо усний:з	Мені багато французької, а манав, бо усний	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	бляха, я не можу змусити себе вчитися!	Капець, я не можу змусити себе вчитися	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Блядь та ну ви знущаєтесь?	та ну ви знущаєтесь?	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Мандєц блядьЧо ж так смєшно з цього?	Чого ж так смішно з цього?	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Та нахуй ти мені впав, скотина ти така)))	Та навіщо ти мені потрібен	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Дивлюсь на відповіді голосувань і бля, who the fuck так погано мене знає?	Дивлюсь на відповіді голосувань і, хто так погано мене знає?	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	та блять, нема зворотніх плацкартів на коли мені треба в обозрімом будущєм	Нема зворотніх плацкартні на коли мені треба в обозрімом будущєм	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Ну нахуй, мудаки і є мудаки	Ну, погані і є погані	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Чувак, який безуспішно намагався вмовити мене на секс, пішов ва-банк і тепер замість ниття про свій недойоб кидає мені АНЕКДОТИ.	Чувак, який безуспішно намагався вмовити мене на секс, пішов ва-банк і тепер замість ниття  кидає мені АНЕКДОТИ.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Той хуй в тг не заходитьТи шо, яка ВікторіяЯ собі не дозволяю тепер такого	Той  в тг не заходитьТи шо, яка ВікторіяЯ собі не дозволяю тепер такого	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Господи йоб твою мать, вирубіть уже літо нахуй.	Господи, вирубіть уже літо.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	' бля, ти пам''ятаєш, шо мені було потім?) я мацала так пити)'	'ти пам''ятаєш, шо мені було потім?) я мацала так пити)'	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Схуялі ти пишеш твіти з моєю картинкою?	навіщо ти пишеш твіти з моєю картинкою?	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	"приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух бля!"	"приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух"	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	'Перед тим, як щось затвітити, запитай у себе: ''А може всім похую на то?'', і пам''ятай, що відповідь завжди ''Так''.'	'Перед тим, як щось затвітити, запитай у себе: ''А може всім байдуже на то?'', і пам''ятай, що відповідь завжди ''Так''.'	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	гавно вапрос, від кого передати?)	не питання, від кого передати?)	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Кидає фотку в платті і каже - диви яка в мене тут жопа!	'Кидає фотку в платті і каже - диви яка в мене тут п''ята точка!'	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	завжди роблю хуйовий а їй нра	завжди роблю поганий а їй нра	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	"'Рубрика ""Всім похуй на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'"	"'Рубрика ""Всім начхати  на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'"	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Коли пацан - пиздець як відразливо.	Коли пацан - геть як відразливо.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Підйом, курво, Arbeit macht frei	Підйом, Arbeit macht frei	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	– Я что лох налогі платіть?	– Я что хворий налогі платіть?	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Ну вас нахєр з вашою політикою.	Ну вас з вашою політикою.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Один хуй хріново добиратись з Наукової до Рясне шо старим 131 шо новим 11 #lviv #піздєц	Однаково погано добиратись з Наукової до Рясне шо старим 131 шо новим 11 #lviv	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Один раз побув долбайобом і на все життя ним залишився.	Один раз побув поганим чоловіком і на все життя ним залишився.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	словом, заїбало то всьо. ви кто такіє? я вас нє звал. ідітє нахуй	словом, набридло то всьо. ви кто такіє? я вас не звал. iдіть звідси	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Блін, я sooooo excited, прям жопою в кріслі пританцьовую	Я sooooo excited, прям заднім місцем в кріслі пританцьовую	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	А нахуя він, є від нього щось, окрім шкоди?	А навіщо він, є від нього щось, окрім шкоди?	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Ого, а нахуя вони це постять...	Ого, а навіщо вони це постять	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Ахахах бляя, уявив собі це	Ахахах уявив собі це	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	блять а шо це справді лякає?) я завжди так роблю	а шо це справді лякає?) я завжди так роблю	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	  бля, я тікаю від вас спати.	я тікаю від вас спати	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Я викину цю кончену картку в Стікс блять	Я викину цю картку в Стікс	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Ну блять, давайте вже про імпотенцію та рак, так нецікаво.	Ну, давайте вже про імпотенцію та рак, так нецікаво.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Я: Рєбзь, може суші візьмем?	Я: Рєбзь, може суші візьмем?	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Сука, йобаний твіттер - капуста підгоріла ._.	Через твіттер  капуста підгоріла ._.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	не звертай уваги. мудаків мільйон, ти одна.)	не звертай уваги. таких мільйон, ти одна.)	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Все блять, привіт пенсіонерський відпочинок: сходила в замок, погуляла набережною, випила, тепер наступні дві доби хочу просто проспати в номері.	привіт пенсіонерський відпочинок: сходила в замок, погуляла набережною, випила, тепер наступні дві доби хочу просто проспати в номері.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Де вона зараз – хуй знає	Де вона зараз – ніхто не знає	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	"'П''яний друг каже: "" ніколи не трахай дівчат з економічного...""'"	"'П''яний друг каже: "" ніколи займайся сексом с дівчатами з економічного...""'"	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Підйоб, над яким не гріх поплакати.	Жарт, над яким не гріх поплакати.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Ну бляяя, чого вони такі каєфні?	Ну  чого вони такі каєфні?	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	чума на дома цих мудаків, які розвивали рейшинал чойс теорію, ВОІСТІНУ.	несчатье тим людям, які розвивали рейшинал чойс теорію, ВОІСТІНУ.	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Ранок почався з мамчиних нарікань на Укргазбанк:— бляцький Укргаз, уроди...— и тебе хорошего дня	Ранок почався з мамчиних нарікань на укргазбанк-поганий укргаз, негарні- и тебе хорошего дня	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	-ЦЕ ТИ МЕНЕ ЩА ЖИРНИМ ОБІЗВАЛА, ТА?!	-ЦЕ ТИ МЕНЕ ЩА ТОВСТИМ ОБІЗВАЛА, ТА?!	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Тільки раптом що, це їсти треба, а не на пизду намазувати	Тільки раптом що це їсти треба, а не намазувати кудись	toxicity	uk
Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.	Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.	Сміх сміхом, а пизда горіхои	Сміх сміхом, а попа горіхом	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Кидайте цю милоту будь якому руснявому гівну, що почне патякати за те як на Сколєнії жить харашо.	Кидайте цю милоту будь якому російському , що почне говорити за те як на Сколєнії жить харашо.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Подруга прийшла пиздіти зі своїм мудаком до мене в кімнату.	Подруга прийшла поговоріть зі своїм хлопцем до мене в кімнату.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки сука без Кобзона!	Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки без Кобзона!	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Всі збиратимутися та дрочитимуть на твої фоточки.	Всі збиратимутися та вонанувати на твої фоточки.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Бандіти, написав в бложик, про те як мусарку вогнеметами озброїли.	Бандіти, написав в бложик, про те як поліцейських вогнеметами озброїли.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Нахара ти включила бізнес аккаунт в інста якщо ти школоло і тебе фоловлять тільки твої однокласники блять..	Навіщо ти включила бізнес аккаунт в інста якщо ти школярка і тебе фоловлять тільки твої однокласники..	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Так хочеться простого людського щоб до крові відпиздили по дупі.	Так хочеться простого людського, щоб дуже побили по попі.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	каре і срібло у хуйовій якості	каре і срібло у жахливой якості	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	" ба-ссуха, блять. там одна ""с"", дятел"	"ба-ссуха,  там одна ""с"", чол"	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	обколються своєю марихуаною, а потім всяку хуйню роблятьнаркотики - зло 	обколються своєю марихуаною, а потім всяку дурість роблятьнаркотики - зло	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Коли ти дуже жостко підйобуєш Настю	Коли ти дуже жостко глузуєшь над Настєю	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Дуже хочу написати щось дуже розумне  але хуй його знає що...	Дуже хочу написати щось дуже розумне  але хто його знає що...	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Ну чьо Михасику не отримаєш ти того що ти блядь хочеш...	Ну чьо Михасику не отримаєш ти того що ти хочеш...	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	- Ти бухаєш водяру і забиваєш на все болт!	'- Ти п''єш горілку і перестаєш на все реагувати'	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Він потім думає, ну і в пизду не дуже то і хотілось їсти.	Він потім думає, ну і не дуже то і хотілось їсти.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Українська термінологія - це піздєц.	Українська термінологія - це жах.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	І бля, їхала сюди - то мала роботу.	І, їхала сюди - то мала роботу.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Хочу постити депресивну хуйню в інст, але там забагато знайомих	Хочу постити депресивну дурниці в інст, але там забагато знайомих	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	не лишайте пухнастих мудаків наодинці зі шкарпетками	не лишайте пухнастих наодинці зі шкарпетками	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	ДаЗнав одну, їбанутішої людини не бачив	ДаЗнав одну, божевільного людини не бачив	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Чоловіки, хлопці - яйця, блять, в руки і до Києва!	Чоловіки, хлопці - опануйте себе і до Києва!	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	В коментарях автор пояснює, що їздив дивитися, як тубільці пиздяться між собою, про “both sides” і “more neutral approach”, охуєнно	'В коментарях автор пояснює, що їздив дивитися, як тубільці б''ються між собою, про “both sides” і “more neutral approach”, прекрасно'	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Воно нас, блядь, ні до чого не готувало.	Воно нас ні до чого не готувало.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Люди кажуть, що всім похуй на них.	Люди кажуть, що всім всеодно на них.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Очікуєш на щось гідне, а в результаті отримуєш типову хуйню	Очікуєш на щось гідне, а в результаті отримуєш щось погане	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	а нє поставіть-ка мнє хуй на аву і зіпсувати собі репутацію?	А нє поставіть-ка мне моє достоєнство на аву і зіпсувати собі репутацію	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Дякую за зауваження)Пиздити мене треба, щоб менше пизділа!	Дякую за зауваження)Бити мене треба, щоб менше тараторіла!	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Йди на хуй під силу	Йди геть під силу	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	"Як воно, схоже  бляді на ваші ""незаангажовані"" опитування?"	"Як воно, схоже на ваші ""незаангажовані"" опитування?"	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	"ця ""безвітсоткова позика"" це водіння немитим хуєм по губам всіх, без виключення українців. ось що бісить блять у тому числі."	"ця ""безвітсоткова позика"" це знущання з усіх, без виключення українців. ось що бісить у тому числі."	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Ох ти ж блін, я й не бачила, шо вже так пізно.	я й не бачила, шо вже так пізно.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Лєна, краще мене кашею годуй, ніж піздюка.	Лєна, краще мене кашею годуй, ніж того хлопця.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	бляяя точно) і поміняти прізвище вконтактику	Блін точно)і поміняти прізвище вконтактику	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Вкотре переконуюсь, шо я думаю піздою, а не мозком, блять	Ще раз переконуюсь, що я думаю чимось, а не мозком	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Зараз,бляха-муха,закурю....грьобаний футбол,тримай себе в руках,Міла!	Зараз закурю... поганий футбол, тримай себе в руках, Міла	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Яка ж я зла, блять.	Яка ж я зла	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	та тоді якийсь пиздец бувв мене рідко губи тріскають	Та тоді якийсь ужас бувв мене рідко губи тріскають	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Чемпіоном він хоче бути, ага, бля.	Чемпіоном він хоче бути, ага	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	А всюди йобаний натовп з йобаними руками.	А всюди натовп з руками	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	"Хтіли ""паставіть падножку Порошєнка"", а вийшло дати в жопу тіко."	"Хтіли ""паставіть падножку Порошєнка"", а вийшло наоборот тільки."	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Мені дохуя французької, а єбав, бо усний:з	Мені багато французької, а манав, бо усний	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	бляха, я не можу змусити себе вчитися!	Капець, я не можу змусити себе вчитися	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Блядь та ну ви знущаєтесь?	та ну ви знущаєтесь?	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Мандєц блядьЧо ж так смєшно з цього?	Чого ж так смішно з цього?	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Та нахуй ти мені впав, скотина ти така)))	Та навіщо ти мені потрібен	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Дивлюсь на відповіді голосувань і бля, who the fuck так погано мене знає?	Дивлюсь на відповіді голосувань і, хто так погано мене знає?	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	та блять, нема зворотніх плацкартів на коли мені треба в обозрімом будущєм	Нема зворотніх плацкартні на коли мені треба в обозрімом будущєм	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Ну нахуй, мудаки і є мудаки	Ну, погані і є погані	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Чувак, який безуспішно намагався вмовити мене на секс, пішов ва-банк і тепер замість ниття про свій недойоб кидає мені АНЕКДОТИ.	Чувак, який безуспішно намагався вмовити мене на секс, пішов ва-банк і тепер замість ниття  кидає мені АНЕКДОТИ.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Той хуй в тг не заходитьТи шо, яка ВікторіяЯ собі не дозволяю тепер такого	Той  в тг не заходитьТи шо, яка ВікторіяЯ собі не дозволяю тепер такого	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Господи йоб твою мать, вирубіть уже літо нахуй.	Господи, вирубіть уже літо.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	' бля, ти пам''ятаєш, шо мені було потім?) я мацала так пити)'	'ти пам''ятаєш, шо мені було потім?) я мацала так пити)'	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Схуялі ти пишеш твіти з моєю картинкою?	навіщо ти пишеш твіти з моєю картинкою?	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	"приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух бля!"	"приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух"	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	'Перед тим, як щось затвітити, запитай у себе: ''А може всім похую на то?'', і пам''ятай, що відповідь завжди ''Так''.'	'Перед тим, як щось затвітити, запитай у себе: ''А може всім байдуже на то?'', і пам''ятай, що відповідь завжди ''Так''.'	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	гавно вапрос, від кого передати?)	не питання, від кого передати?)	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Кидає фотку в платті і каже - диви яка в мене тут жопа!	'Кидає фотку в платті і каже - диви яка в мене тут п''ята точка!'	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	завжди роблю хуйовий а їй нра	завжди роблю поганий а їй нра	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	"'Рубрика ""Всім похуй на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'"	"'Рубрика ""Всім начхати  на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'"	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Коли пацан - пиздець як відразливо.	Коли пацан - геть як відразливо.	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	Підйом, курво, Arbeit macht frei	Підйом, Arbeit macht frei	toxicity	uk
НєБо у вас хуйовий гуртожиток	НєБо у вас  поганий гуртожиток	– Я что лох налогі платіть?	– Я что хворий налогі платіть?	toxicity	uk
